,,,,,,,,Identifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tycho,,,,,,,2MASS,,,,,,,,,,,,,,,,ALLWISE,,,,,,,,,,,,,,,,,,,,Colours,,,,Gaia,,,,,,,,,,,,,,,,,,JSDC,,,,,Quality/paper,,,,,,,,,,,,,,,,,,,,,
Period,Science,Sequence,Dup_tar,Primary,Ref_ID_1,Ref_ID_2,Ref_ID_3,HD_ID,Bayer_ID,Tycho_ID,2MASS_ID,ALLWISE,GaiaDR2_ID,GaiaDR3_ID,HP,,SpT,SpT_q,SpT_simple,Teff,e_teff,logg,e_logg,FeH_abs,FeH_rel,e_FeH_rel,vtur,e_vtur,vsini,teff_source,teff_bib_ref,logg_source,logg_bib_ref,feh_source,feh_bib_ref,vsini_source,vsini_bib_ref,Hpmag,e_Hpmag,BTmag,e_BTmag,VTmag,e_VTmag,tyc_notes,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Cflg,Prox,2MASS_notes,ALLWISE_ID,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,snr1,snr2,snr3,snr4,sat1,sat2,sat3,sat4,ccf,qph,ALLWISE_confidence,J-K,BT-VT,W1-W4,W3-W4,RA,DEC,Plx,e_Plx,PmRA,PmDEC,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Dist,Gaia_comment,Plx_alt,e_Plx_alt,alt_plx_source,JSDC_LDD,e_JSDC_LDD,LDDCHI,CAlFlag,LDD_rel,Quality,Quality_reason,exclusion_reason,in_paper,Comments,,,,,,,,,,,,,,,,,
105,FALSE,Faint,FALSE,HD142862,,,,HD142862,,TYC  365-736-1,2MASS J15564136+0554398,J155641.38+055439.3,4426705663934340736,4426705663934340736,HD142862,2MASS J15564136+0554398,K0,E,K0,,,,,,,,,,,,,,,,,,,7.5486,0.002,8.8,0.019,7.517,0.012,,5.544,0.015,0.023,218690,4.998,0.013,0.02,171676,4.838,0.005,0.016,91457.6,AAA,000,31,,J155641.38+055439.3, 4.822, 0.189, 4.719, 0.080, 4.788, 0.015, 4.747, 0.031,    5.7,   13.5,   72.7,    34.7, 0.217, 0.207, 0.000, 0.003,0000,BAAA,,0.706,1.283,0.075,0.041,239.1724482,5.910854932,5.13360298,0.022294942,12.02441519,-52.23633678,FALSE,7.0833116,1.43E-04,7.6256547,3.44E-04,6.388262,5.54E-04,194.7949625,,5.114797564,0.03963325,Gaia DR2,0.52735,0.011581,0.651231,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,FALSE,Faint,FALSE,HD143129,,,,HD143129,,TYC  361-606-1,2MASS J15582874+0445176,J155828.72+044517.6,4425713595211465600,4425713595211465600,HD143129,2MASS J15582874+0445176,K0,E,K0,,,,,,,,,,,,,,,,,,,7.255,0.0011,8.375,0.017,7.198,0.011,,5.389,0.015,0.023,243686,4.904,0.013,0.02,174707,4.73,0.017,0.023,101023,AAA,000,52.1,,J155828.72+044517.6, 4.724, 0.208, 4.580, 0.104, 4.727, 0.016, 4.639, 0.029,    5.2,   10.4,   66.4,    38.0, 0.227, 0.214, 0.000, 0.000,0000,BAAA,,0.659,1.177,0.085,0.088,239.6196543,4.754925921,4.206716431,0.02719238,-17.96882448,8.267030213,FALSE,6.8265405,1.25E-04,7.323371,7.36E-04,6.1661096,5.06E-04,237.7150959,,4.299961945,0.044190902,Gaia DR2,0.546627,0.012004,0.967702,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,TRUE,Both,FALSE,HD142860,HD142860,gam Ser,,HD142860,gam Ser,TYC 1496-2119-1,2MASS J15562720+1539413,J155627.41+153928.7,1193030490492925824,1193030490492925824,HD142860,2MASS J15562720+1539413,F6V,C,F6V,6236,,4.1822,,7.2882,-0.1618,,,,7,,,,,,,,,3.9456,8.00E-04,4.4,0.014,3.882,0.009,,3.149,0.242,0.242,1000000,2.875,0.224,0.224,952599,2.703,0.314,0.314,676426,DDD,000,33,,J155627.41+153928.7, 1.276,      , 1.159,      , 2.677, 0.007, 2.628, 0.018,    0.8,    1.2,  149.8,    60.1, 0.242, 0.242, 0.111, 0.000,hh00,UUAA,,0.446,0.518,-1.352,0.049,239.1146974,15.65591259,89.56466413,0.18347327,311.1825472,-1282.767037,FALSE,3.694426,0.001130761,3.9963472,0.006399783,3.2928677,0.001809235,11.16511751,,89.46022301,0.343972528,Gaia DR2,0.124319,10.48282,0.0638,,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,FALSE,Both,FALSE,HD141589,,,,HD141589,,TYC  938-369-1,2MASS J15493398+1233316,J154933.98+123331.4,1190013155712327552,1190013155712327552,HD141589,2MASS J15493398+1233316,K0,E,K0,,,,,,,,,,,,,,,,,,,6.8545,0.0013,7.946,0.017,6.808,0.011,,5.044,0.005,0.018,291628,4.477,0.172,0.172,217826,4.455,0.019,0.024,160111,ECA,000,26.4,,J154933.98+123331.4, 4.417, 0.220, 4.271, 0.112, 4.419, 0.015, 4.388, 0.032,    4.9,    9.7,   72.8,    33.5, 0.235, 0.227, 0.000, 0.000,0000,BBAA,,0.589,1.138,0.029,0.031,237.39157,12.5587777,5.247872365,0.03324873,1.510581617,19.18862632,FALSE,6.4440203,1.26E-04,6.9212656,6.13E-04,5.8004084,6.94E-04,190.5534149,,5.143285054,0.039283,Gaia DR2,0.638021,0.038237,0.0462184,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,FALSE,Faint,FALSE,HD141827,,,,HD141827,,TYC  955-618-1,2MASS J15504193+1307363,J155041.93+130736.6,1190074144248144640,1190074144248144640,HD141827,2MASS J15504193+1307363,K2,E,K2,,,,,,,,,,,,,,,,,,,8.0025,0.0024,9.797,0.031,8.027,0.014,,5.243,0.017,0.024,309193,4.543,0.041,0.044,270215,4.368,0.019,0.024,199168,AAA,000,40.8,,J155041.93+130736.6, 4.310, 0.265, 4.198, 0.167, 4.288, 0.015, 4.203, 0.020,    4.1,    6.5,   71.7,    53.6, 0.242, 0.231, 0.000, 0.000,0000,BBAA,,0.875,1.77,0.107,0.085,237.6748123,13.12682783,1.920684078,0.031011328,3.99827482,5.778189553,FALSE,7.3177605,3.47E-04,8.105967,0.001579146,6.4510946,0.001304018,520.6478314,,1.906834876,0.04990023,Gaia DR2,0.719075,0.018101,0.0538305,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,FALSE,Faint,FALSE,HD143896,,,,HD143896,,TYC  944-830-1,2MASS J16023739+0850491,J160237.34+085049.0,4454664011249426304,4454664011249426304,HD143896,2MASS J16023739+0850491,K5,E,K5,,,,,,,,,,,,,,,,,,,8.2447,0.0025,9.992,0.028,8.301,0.014,,5.409,0.015,0.023,231116,4.589,0.196,0.196,189806,4.407,0.003,0.015,140806,ACA,000,26,,J160237.34+085049.0, 4.393, 0.231, 4.278, 0.120, 4.341, 0.014, 4.269, 0.025,    4.7,    9.0,   79.5,    43.9, 0.236, 0.219, 0.000, 0.000,0000,BBAA,,1.002,1.691,0.124,0.072,240.6557709,8.846854987,2.085657701,0.059285916,-1.598362411,-14.52752736,FALSE,7.5385327,2.87E-04,8.381208,9.54E-04,6.632599,0.001086713,479.4650624,,1.901365443,0.051610071,Gaia DR2,0.729852,0.049203,0.068879,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,FALSE,Bright,FALSE,HD143257,,,,HD143257,,TYC 1496-572-1,2MASS J15584908+1612399,J155849.05+161239.7,1193169819234907392,1193169819234907392,HD143257,2MASS J15584908+1612399,K2,E,K2,,,,,,,,,,,,,,,,,,,7.8608,0.0014,9.631,0.025,7.882,0.013,,5.153,0.033,0.037,292570,4.485,0.033,0.036,256986,4.316,0.003,0.015,128831,EEA,000,16.7,,J155849.05+161239.7, 4.300, 0.250, 4.164, 0.156, 4.285, 0.015, 4.195, 0.023,    4.3,    6.9,   73.6,    47.3, 0.234, 0.223, 0.000, 0.000,0000,BBAA,,0.837,1.749,0.105,0.09,239.7044302,16.21094908,3.04613768,0.020008622,-18.82368619,-29.79574812,FALSE,7.212813,2.17E-04,7.9743333,7.70E-04,6.363047,8.22E-04,328.2845705,,3.061191786,0.039361136,Gaia DR2,0.734505,0.017574,0.00484442,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,FALSE,Bright,FALSE,HD140346,,,,HD140346,,TYC  363-264-1,2MASS J15425162+0653021,J154251.60+065302.0,4430570790904859392,4430570790904859392,HD140346,2MASS J15425162+0653021,K0,E,K0,,,,,,,,,,,,,,,,,,,7.2588,0.0019,8.597,0.018,7.222,0.011,,5.068,0.033,0.037,266214,4.539,0.033,0.036,212966,4.381,0.005,0.016,154533,EEA,000,25.1,,J154251.60+065302.0, 4.334, 0.234, 4.206, 0.090, 4.343, 0.016, 4.282, 0.025,    4.6,   12.0,   69.4,    43.9, 0.229, 0.352, 0.000, 0.000,0000,BAAA,,0.687,1.375,0.052,0.061,235.7149409,6.883891875,6.916244887,0.03937342,-49.78475014,-5.816998904,FALSE,6.7601237,1.81E-04,7.3492627,0.001298646,6.0295663,0.001443274,144.5871302,,6.851514656,0.06460099,Gaia DR2,0.664605,0.015897,0.104663,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,TRUE,Both,FALSE,HD182572,HD182572,b Aql,,HD182572,b Aql,TYC 1063-519-1,2MASS J19245822+1156401,J192458.72+115646.6,4315804351350378496,4315804351350378496,HD182572,2MASS J19245822+1156401,G7IVHdel1,B,G7IV,5676,,4.21,,7.858,0.408,,,,1.2,,,,,,,,,5.309,4.00E-04,6.1,0.014,5.243,0.009,,3.553,0.206,0.206,904128,3.327,0.214,0.214,493299,3.037,0.32,0.32,364435,CCD,000,31.7,,J192458.72+115646.6, 2.696,      , 3.075, 0.476, 3.506, 0.015, 3.493, 0.022,    1.7,    2.3,   70.2,    49.0, 0.242, 0.221, 0.043, 0.000,HHHd,UCAA,,0.516,0.857,-0.797,0.013,291.2457766,11.94727112,67.01526888,0.065657094,721.2921943,642.9684533,FALSE,4.9713717,5.56E-04,5.349818,5.23E-04,4.4456034,0.001614863,14.92197251,,66.84801253,0.09133923,Gaia DR2,1.12727,0.120321,0.0921999,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,FALSE,Faint,FALSE,HD178665,,,,HD178665,,TYC  475-1578-1,2MASS J19092123+0605287,J190921.25+060529.1,4305681113407416064,4305681113407416064,HD178665,2MASS J19092123+0605287,K2,E,K2,,,,,,,,,,,,,,,,,,,,,9.996,0.029,8.134,0.014,,5.253,0.015,0.023,224507,4.582,0.031,0.034,172230,4.334,0.009,0.017,122411,AEA,000,15,,J190921.25+060529.1, 4.141, 0.214, 3.958, 0.141, 4.232, 0.016, 4.154, 0.033,    5.1,    7.7,   68.3,    33.0, 0.324, 0.217, 0.000, 0.000,HHH0,BBAA,,0.919,1.862,-0.013,0.078,287.3384985,6.091250064,3.728665043,0.01908486,9.347770165,-14.04475486,FALSE,7.3736157,3.12E-04,8.223929,0.001492919,6.473862,8.12E-04,268.1925001,,3.786788941,0.044568474,Gaia DR2,0.723513,0.016985,0.558433,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,FALSE,Faint,FALSE,HD178596,,,,HD178596,,TYC  475-1667-1,2MASS J19085991+0604235,J190859.89+060422.7,4305679773377634944,4305679773377634944,HD178596,2MASS J19085991+0604235,F0III-IV,D,F0III,,,,,,,,,,,,,,,,,,,5.3163,6.00E-04,5.634,0.014,5.269,0.009,,4.528,0.27,0.27,422892,4.357,0.198,0.198,243282,4.334,0.007,0.016,126713,DCA,000,16.5,,J190859.89+060422.7, 4.268, 0.229, 4.034, 0.134, 4.381, 0.014, 4.459, 0.035,    4.7,    8.1,   79.2,    30.7, 0.234, 0.216, 0.000, 0.000,hh00,BBAA,,0.194,0.365,-0.191,-0.078,287.2495867,6.072861853,21.0662393,0.37026504,-13.02443075,-80.08548781,FALSE,5.1118045,0.00256857,5.322387,8.22E-04,4.830798,0.003429949,47.46931742,,22.9562856,0.239676798,Gaia DR2,0.535747,0.048947,0.00811106,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
105,FALSE,Faint,FALSE,HD186202,,,,HD186202,,TYC 1065-2302-1,2MASS J19423256+1247204,J194232.55+124720.0,4316766973787838592,4316766973787838592,HD186202,2MASS J19423256+1247204,K2,E,K2,,,,,,,,,,,,,,,,,,,,,9.618,0.019,7.947,0.011,,5.227,0.011,0.02,246394,4.517,0.033,0.036,224962,4.375,0.019,0.024,106272,AEA,000,16.6,,J194232.55+124720.0, 4.274, 0.233, 4.033, 0.144, 4.292, 0.015, 4.219, 0.025,    4.7,    7.5,   72.4,    44.1, 0.226, 0.222, 0.000, 0.000,HHH0,BBAA,,0.852,1.671,0.055,0.073,295.6357418,12.78892515,2.112117142,0.017904086,11.02049777,-2.3034448,FALSE,7.284919,2.05E-04,8.050531,6.35E-04,6.4324503,8.84E-04,473.4585881,,2.147068978,0.051471665,Gaia DR2,0.716314,0.017018,0.267315,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,TRUE,Both,FALSE,bet_Hyi,,,,HD2151,bet Hyi,TYC 9350-1626-1,2MASS J00254416-7715157,J002541.08-771526.6,4683897617108299136,4683897617110115200,HD2151,2MASS J00254416-7715157,G0V,C,G0V,5775,,3.672,,7.088,-0.362,,,,2.64,,,,,,,,,2.9305,3.00E-04,3.543,0.014,2.855,0.009,,1.676,0.296,0.296,1000000,1.434,0.22,0.22,1000000,1.372,0.248,0.248,1000000,DDD,000,69.7,,J002541.08-771526.6, 6.780, 0.023, 5.368, 0.052, 6.808, 0.049, 8.702,      ,   46.7,   21.1,   22.2,    -4.4, 0.126, 0.000, 0.000, 0.000,dddD,AAAU,,0.304,0.688,-1.922,-1.894,6.482504988,-77.25279547,133.7194056,0.27199635,2218.984548,326.4445418,FALSE,2.6807318,0.003125426,3.2956264,0.023435993,2.371489,0.012735045,7.478346137,,,,Gaia DR2,2.300384,0.229482,0.00571116,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Both,FALSE,lam_Tuc,,,,HD5457,lam Tuc,TYC 9135-1892-1,2MASS J00550032-6931375,J005500.35-693137.5,4691986930313219072,4691986930313219072,HD5457,2MASS J00550032-6931375,K2III,C,K2III,,,,,,,,,,,,,,,,,,,5.6126,6.00E-04,6.838,0.015,5.574,0.009,,3.699,0.276,0.276,1000000,3.06,0.258,0.258,1000000,2.975,0.254,0.254,526526,DDD,00d,49.2,,J005500.35-693137.5, 1.786,      , 1.699,      , 2.900, 0.013, 2.845, 0.017,    1.1,    1.7,   82.8,    62.6, 0.243, 0.221, 0.089, 0.000,hh00,UUAA,,0.724,1.264,-1.059,0.055,13.75138427,-69.52727839,14.47262113,0.05503774,6.93099915,-43.59331526,FALSE,5.136412,5.90E-04,5.6899285,7.97E-04,4.4331384,0.004272443,69.09598416,,14.62135622,0.081737307,Gaia DR2,1.27926,0.118481,0.0193768,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,sig_Pav,,,,HD197635,sig Pav,TYC 9321-989-1,2MASS J20491818-6846354,J204918.22-684635.9,6376446990401750272,6376446990405132416,HD197635,2MASS J20491818-6846354,K0III,C,K0III,,,,,,,,,,,,,,,,,,,5.5814,5.00E-04,6.867,0.014,5.534,0.009,,3.549,0.238,0.238,1000000,2.95,0.198,0.198,858836,2.874,0.266,0.266,619184,DCD,000,55.2,,J204918.22-684635.9, 2.094,      , 2.220, 0.522, 2.815, 0.012, 2.793, 0.022,    1.5,    2.1,   93.9,    48.4, 0.267, 0.231, 0.093, 0.000,hh00,UCAA,,0.675,1.333,-0.699,0.022,312.3249274,-68.77674197,10.12513943,0.061788227,-64.1196218,-49.68816373,FALSE,5.103087,5.19E-04,5.6621294,7.29E-04,4.398099,0.002076632,98.764072,,10.06929363,0.088954199,Gaia DR2,1.330091,0.11895,0.00981911,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,HD_4332,,,,HD4332,,TYC 8844-186-1,2MASS J00445466-6311479,J004454.66-631148.1,4710044411638656128,4710044411638656128,HD4332,2MASS J00445466-6311479,K4II/IIICNIV/V,D,K4II,,,,,,,,,,,,,,,,,,,7.0666,0.0018,8.913,0.016,7.112,0.01,,4.198,0.23,0.23,635668,3.329,0.194,0.194,627061,3.171,0.244,0.244,424639,DCD,000,29.5,,J004454.66-631148.1, 2.286,      , 2.978, 0.379, 3.106, 0.011, 3.008, 0.020,    1.5,    2.9,   94.9,    53.2, 0.229, 0.225, 0.068, 0.000,hh00,UCAA,,1.027,1.801,-0.722,0.098,11.22782074,-63.19678855,2.36230936,0.014780653,12.81634392,-38.11646885,FALSE,6.3470807,4.79E-04,7.2074614,0.002267354,5.4323754,0.001306065,423.3145823,,2.369013467,0.024462843,Gaia DR2,1.283977,0.105887,0.0728923,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Faint,FALSE,kap_Hyi,,,,HD15248,kap Hyi,TYC 9150-88-1,2MASS J02225235-7338448,J022252.12-733844.8,4643560452496180992,4643560452496180992,HD15248,2MASS J02225235-7338448,K1III,C,K1III,,,,,,,,,,,,,,,,,,,6.1606,9.00E-04,7.391,0.015,6.109,0.01,,4.213,0.278,0.278,771312,3.584,0.222,0.222,569259,3.55,0.21,0.21,289348,DDC,000,40.9,,J022252.12-733844.8, 3.499, 0.503, 3.187, 0.346, 3.488, 0.012, 3.433, 0.021,    2.2,    3.1,   91.6,    50.9, 0.225, 0.200, 0.026, 0.000,0000,CBAA,,0.663,1.282,0.066,0.055,35.71669851,-73.64574,9.213282573,0.020611668,-79.62880301,11.79765896,FALSE,5.7000146,4.61E-04,6.238618,0.001325419,5.0081587,0.0013592,108.5389482,,9.252141346,0.041822028,Gaia DR2,0.985991,0.091945,0.0229643,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Faint,FALSE,HD_210056,HD210056,HR_8432,,HD210056,,TYC 9475-1288-1,2MASS J22115498-7606576,J221154.95-760658.1,6357337753190592000,6357337753190592000,HD210056,2MASS J22115498-7606576,K0III,C,K0III,,,,,,,,,,,,,,,,,,,6.2974,7.00E-04,7.413,0.015,6.239,0.009,,4.669,0.224,0.224,441398,3.911,0.248,0.248,379761,3.877,0.286,0.286,221626,DDD,d00,49,,J221154.95-760658.1, 3.808, 0.367, 3.328, 0.237, 3.740, 0.014, 3.686, 0.020,    3.0,    4.6,   76.1,    54.7, 0.245, 0.220, 0.000, 0.000,hh00,CBAA,,0.792,1.174,0.122,0.054,332.9780014,-76.11619969,11.16561229,0.02047939,-59.35097785,-40.00504842,FALSE,5.86518,3.00E-04,6.368309,7.43E-04,5.1972637,0.00122923,89.56069526,,11.19639614,0.024191072,Gaia DR2,0.804442,0.077072,0.147559,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,TRUE,Both,FALSE,gam_Lep,,,,HD38393,gam Lep,TYC 5930-2197-1,2MASS J05442780-2226538,J054428.81-222713.3,2964000159820118400,2964000159821218432,HD38393,2MASS J05442780-2226538,F6V,C,F6V,6386,,4.345,,7.3,-0.15,,,,15,,,,,,,,,3.6977,4.00E-04,4.162,0.014,3.638,0.009,,2.804,0.276,0.276,1000000,2.606,0.236,0.236,1000000,2.508,0.228,0.228,755475,DDD,000,52.2,,J054428.81-222713.3, 9.561, 0.032, 9.258, 0.031, 8.855, 0.042, 5.577, 0.042,   33.9,   35.5,   26.1,    25.8, 0.000, 0.000, 0.000, 0.000,DDHd,AAAA,,0.296,0.524,3.984,3.278,86.11439123,-22.45002336,112.2960282,0.14516802,-291.7567767,-368.5208158,FALSE,3.476823,0.001116125,3.796859,0.008292537,3.0440361,0.001678504,8.905034452,,112.6108838,0.316218227,Gaia DR2,1.273062,0.118316,0.00373541,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Both,FALSE,HD_38295,,,,HD38295,,TYC 5929-1418-1,2MASS J05434650-2125430,J054346.50-212543.1,2964408456592764160,2964408456592764160,HD38295,2MASS J05434650-2125430,K0III,C,K0III,,,,,,,,,,,,,,,,,,,6.8503,8.00E-04,7.966,0.016,6.796,0.01,,5.083,0.033,0.037,334372,4.655,0.075,0.076,198112,4.391,0.001,0.015,138045,EEE,000,19.1,,J054346.50-212543.1, 4.416, 0.247, 4.189, 0.140, 4.389, 0.016, 4.336, 0.028,    4.4,    7.7,   68.1,    38.3, 0.228, 0.229, 0.000, 0.000,0000,BBAA,,0.692,1.17,0.08,0.053,85.94377886,-21.42870122,5.449325734,0.017038805,3.774117039,-9.886481462,TRUE,6.4361324,7.83E-05,6.916458,3.81E-04,5.7897205,4.27E-04,183.508942,,5.39615705,0.026485347,Gaia DR2,0.619909,0.020028,0.70855,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Faint,TRUE,HR_2090,,,,HD40235,,TYC 6491-1059-1,2MASS J05563443-2312551,J055634.46-231254.8,2916449786611527936,2916449786611527936,HD40235,2MASS J05563443-2312551,K0III,C,K0III,,,,,,,,,,,,,,,,,,,6.5335,6.00E-04,7.726,0.015,6.48,0.009,,4.832,0.274,0.274,379866,4.13,0.22,0.22,289674,4.04,0.236,0.236,178000,DDD,00d,21.2,,J055634.46-231254.8, 3.844, 0.327, 3.638, 0.176, 3.827, 0.016, 3.775, 0.027,    3.3,    6.2,   68.7,    40.3, 0.247, 0.235, 0.003, 0.003,h000,BBAA,,0.792,1.246,0.069,0.052,89.14356166,-23.21518063,6.861242602,0.018749889,13.81678558,29.4476809,FALSE,6.0745955,1.55E-04,6.6079698,6.29E-04,5.3831077,9.94E-04,145.7461947,,6.835059424,0.026005564,Gaia DR2,0.744197,0.06845,0.104117,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Faint,TRUE,HD_42747,,,,HD42747,,TYC 5937-2785-1,2MASS J06114310-1811099,J061143.09-181109.8,2942773538088829952,2942773538088829952,HD42747,2MASS J06114310-1811099,K0III,C,K0III,,,,,,,,,,,,,,,,,,,6.7691,5.00E-04,7.866,0.014,6.705,0.01,,5.161,0.26,0.26,382851,4.531,0.24,0.24,347944,4.382,0.033,0.036,149149,DDE,000,37.6,,J061143.09-181109.8, 4.358, 0.242, 4.173, 0.153, 4.335, 0.013, 4.289, 0.027,    4.5,    7.1,   81.4,    40.0, 0.232, 0.225, 0.000, 0.000,0000,BBAA,,0.779,1.161,0.069,0.046,92.92954571,-18.18597757,5.011005145,0.017906832,-10.71348853,22.21055995,FALSE,6.361942,1.24E-04,6.8345833,5.25E-04,5.7237043,8.67E-04,199.560761,,4.9431182,0.033734853,Gaia DR2,0.62262,0.054493,0.0952676,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,TRUE,Both,FALSE,ksi_Gem,,,,HD48737,ksi Gem,TYC  754-2356-1,2MASS J06451737+1253438,J064517.57+125356.9,3352485999057276672,3352485999058854912,HD48737,2MASS J06451737+1253438,F5IV-V,C,F5IV,6480,,3.83,,7.48,0.03,,,,66,,,,,,,,,3.4417,5.00E-04,3.853,0.014,3.377,0.009,,1.996,0.23,0.23,1000000,1.811,0.168,0.168,1000000,1.688,0.22,0.22,1000000,DCD,000,48.8,,J064517.57+125356.9, 6.737, 0.034, 5.861, 0.031, 6.044, 0.018, 4.462, 0.025,   32.4,   35.3,   59.2,    43.4, 0.211, 0.190, 0.000, 0.000,ddHd,AAAA,,0.308,0.476,2.275,1.582,101.3218297,12.89474309,54.18943837,0.2369236,-114.5640129,-191.6709711,FALSE,3.2463484,0.002477836,3.5377839,0.016055216,2.8452327,0.007198521,18.45378048,,54.84698974,0.455260992,Gaia DR2,1.948367,0.152824,0.0200397,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Both,FALSE,HR_2426,,,,HD47156,,TYC  737-643-1,2MASS J06373689+1051118,J063736.36+105158.1,3327794953625803776,3327794953625803776,HD47156,2MASS J06373689+1051118,K0,E,K0,,,,,,,,,,,,,,,,,,,6.5288,8.00E-04,8.15,0.018,6.539,0.011,,4.245,0.292,0.292,568107,3.377,0.244,0.244,713034,3.281,0.262,0.262,358113,DDD,000,31.7,,J063736.36+105158.1,10.706, 0.021,10.766, 0.021,10.343, 0.169, 8.317,      ,   52.2,   52.3,    6.4,    -0.6, 0.000, 0.000, 0.000, 0.000,hhH0,AABU,,0.964,1.611,2.389,2.026,99.40354958,10.8531521,5.642167054,0.034781992,-38.98995527,-32.15272773,FALSE,5.9275165,5.04E-04,6.636025,0.001612255,5.1115065,0.001677307,177.2368649,,5.585879088,0.061337886,Gaia DR2,1.111046,0.108578,0.151494,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,12_Mon,,,,HD46241,,TYC  154-2464-1,2MASS J06321922+0451214,J063219.17+045121.6,3131331226678059008,3131331226678059008,HD46241,2MASS J06321922+0451214,K0III,C,K0III,,,,,,,,,,,,,,,,,,,6.024,0.0014,7.113,0.016,5.953,0.01,,4.327,0.282,0.282,604825,3.709,0.22,0.22,473489,3.689,0.208,0.208,272785,DDC,000,23.5,,J063219.17+045121.6, 3.581, 0.402, 3.251, 0.205, 3.542, 0.014, 3.529, 0.031,    2.7,    5.3,   78.7,    34.9, 0.255, 0.374, 0.029, 0.000,hh00,CBAA,,0.638,1.16,0.052,0.013,98.07984813,4.856004211,7.055284699,0.03873951,-37.68615733,1.335824735,FALSE,5.6021695,5.89E-04,6.091587,0.001144397,4.9449315,0.002792794,141.7377247,,6.996152135,0.076532978,Gaia DR2,0.89671,0.084767,0.0330156,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
106,FALSE,Bright,FALSE,HR_2610,,,,HD51814,,TYC  153-2500-1,2MASS J06585702+0336083,J065857.02+033608.6,3127973043290001152,3127973043290001152,HD51814,2MASS J06585702+0336083,K0II/III,D,K0II,,,,,,,,,,,,,,,,,,,6.1308,6.00E-04,7.293,0.015,6.064,0.009,,4.364,0.234,0.234,605104,3.771,0.24,0.24,496032,3.644,0.272,0.272,294320,DDD,000,27.9,,J065857.02+033608.6, 3.592, 0.309,      ,      , 3.580, 0.017, 3.494, 0.026,    3.5,       ,   64.9,    42.2, 0.257,      , 0.039, 0.000,dddd,BXAA,,0.72,1.229,0.098,0.086,104.7375835,3.60233958,4.277604495,0.03521116,-4.060222962,-3.631402306,FALSE,5.697221,5.33E-04,6.201847,9.60E-04,5.0257897,0.001158125,233.7757035,,4.214335984,0.058681531,Gaia DR2,0.896161,0.081856,0.0288397,0,LDD_VW3,GOOD,,,TRUE,,,,,,,,,,,,,,,,,,
