index,STAR,HD,PERIOD,SEQUENCE,VIS2,e_VIS2,BASELINE,WAVELENGTH,LDD_FIT,e_LDD_FIT,C_SCALE,e_C_SCALE,SEQ_ORDER,U_LAMBDA,e_U_LAMBDA,S_LAMBDA,e_S_LAMBDA,UDD_FIT,e_UDD_FIT,C_SCALE_UDD,e_C_SCALE_UDD
10,iot_Psc,HD222368,104,bright,"[[0.87015742 0.87153974 0.89445575 0.89590119 0.90825089 0.9178388 ]
 [0.65827179 0.66274061 0.69223127 0.70222722 0.71486722 0.7354038 ]
 [0.66064566 0.6572589  0.68611206 0.69965114 0.73131154 0.75592064]
 [0.99163232 0.97852479 0.99139715 0.98162521 1.00372979 1.00788354]
 [0.74933149 0.73830316 0.76071008 0.76742016 0.77751377 0.80818211]
 [0.84798338 0.85121369 0.87200226 0.88298585 0.89690191 0.90505665]
 [0.88101065 0.88396711 0.9004626  0.91199203 0.92696725 0.93155146]
 [0.67735788 0.68460212 0.70766824 0.71896374 0.73096037 0.74331626]
 [0.67026031 0.67261591 0.69614491 0.71722977 0.74764166 0.774312  ]
 [0.99596124 0.96830029 0.97594033 0.97751901 1.00653648 1.00177869]
 [0.75293908 0.74579251 0.76534725 0.78133443 0.78066673 0.81291775]
 [0.84157557 0.84432515 0.87539458 0.89108597 0.92245691 0.93570111]]","[[0.00345065 0.00370755 0.00319028 0.00352068 0.00346115 0.00312136]
 [0.00225658 0.00238661 0.00235912 0.00180162 0.00215293 0.00289209]
 [0.00412002 0.00370612 0.0033622  0.00330496 0.00338391 0.00316728]
 [0.00470982 0.0035699  0.00368949 0.00334119 0.00330644 0.00398924]
 [0.00535849 0.00466088 0.00322667 0.00327411 0.00283055 0.00248796]
 [0.00243848 0.00235856 0.00294438 0.00222544 0.00311152 0.00479521]
 [0.00235808 0.00239838 0.00213147 0.00224126 0.00250049 0.00211602]
 [0.00197047 0.0019354  0.00244325 0.00219949 0.00228951 0.00174931]
 [0.00308013 0.00252771 0.00233809 0.00249546 0.00307341 0.00212244]
 [0.00351558 0.00241995 0.00284382 0.00262505 0.00274947 0.00277683]
 [0.00423149 0.00355875 0.00280827 0.00265617 0.00228725 0.00261507]
 [0.00308325 0.00182732 0.00296094 0.00185906 0.00217759 0.00255132]]","[ 84.82877755 127.38375591 128.44746501  57.40480807 116.05161314
  88.87331795  82.43998063 125.38177596 130.11376375  57.91532956
 117.01540443  87.66468573]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],1.0906077853276752,0.004053118337226922,[1.0702687],[0.00202432],[['iot_Psc' 'bright' '104']],,,,,1.0708099306622945,0.003483214245303215,[1.07011328],[0.00202175]
11,iot_Psc,HD222368,104,faint,"[[0.85496027 0.85824824 0.88116204 0.8899075  0.89142778 0.90584184]
 [0.65544044 0.66413888 0.69120161 0.6999729  0.71373624 0.73447577]
 [0.67559731 0.67559552 0.70355862 0.7137233  0.7434496  0.76761324]
 [0.96456635 0.95001465 0.96312115 0.96394202 0.98331672 0.98520654]
 [0.73124633 0.73667355 0.77186634 0.77834023 0.78863642 0.81128544]
 [0.83654056 0.85473875 0.86507007 0.88053024 0.8940658  0.89276216]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]]","[[0.00660673 0.00661105 0.00600204 0.0058521  0.00608065 0.00598347]
 [0.00305844 0.00310579 0.00314004 0.00275918 0.00293938 0.00337755]
 [0.00740199 0.0068533  0.00608846 0.00597849 0.00588697 0.00636253]
 [0.00485722 0.0037362  0.00520624 0.00441398 0.00420466 0.00521226]
 [0.00707848 0.00778454 0.00743528 0.00694097 0.00765273 0.00865142]
 [0.0059282  0.00499873 0.00467573 0.00498064 0.004613   0.00758919]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]]","[ 85.37404681 127.77915172 127.95232878  57.23598352 115.82627485
  89.19746188          nan          nan          nan          nan
          nan          nan]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],1.0618508052519673,0.010166440819453964,[1.04681604],[0.00507183],[['iot_Psc' 'faint' '104']],,,,,1.042663137392722,0.00997401412175388,[1.0467081],[0.00506891]
12,ksi_Gem,HD48737,106,bright,"[[0.80247341 0.82244734 0.82846924 0.85267477 0.8486979  0.86989998]
 [0.53570947 0.56727593 0.58480803 0.60573944 0.61648928 0.63525765]
 [0.48905981 0.52902408 0.54835961 0.56951138 0.59816179 0.61215219]
 [0.95077557 1.04815348 1.00378962 1.01815992 1.01178467 1.01265633]
 [0.67990169 0.70058758 0.70441167 0.72134632 0.72945235 0.74665154]
 [0.95686548 0.99567756 0.98580243 0.96983176 0.97490675 0.96831493]
 [0.77611829 0.81103529 0.81572455 0.84061158 0.8385186  0.85142935]
 [0.51671266 0.55383169 0.57324378 0.60395558 0.61666984 0.6254588 ]
 [0.50487047 0.5534365  0.57262047 0.60391485 0.62234748 0.63741063]
 [1.15299436 1.15632905 1.12959066 1.09528145 1.11651791 1.06320624]
 [0.64011265 0.64533562 0.65058588 0.67204257 0.67759328 0.69704846]
 [0.92578997 0.94874884 0.93869916 0.93445688 0.94390371 0.91111336]]","[[0.01132448 0.00816729 0.00720181 0.00530839 0.00467212 0.00606724]
 [0.00276831 0.00294072 0.00368607 0.00319547 0.00409545 0.00322958]
 [0.00284379 0.00451186 0.00381675 0.00422367 0.00518027 0.00435998]
 [0.08116248 0.02049827 0.01602966 0.0173985  0.01693994 0.01229874]
 [0.00282553 0.00351483 0.00462696 0.00344022 0.00281953 0.00239052]
 [0.00539345 0.0040876  0.00419531 0.00385637 0.00452776 0.01039563]
 [0.01233738 0.00904611 0.00744377 0.00658278 0.00776207 0.01038311]
 [0.00542602 0.0061074  0.00458991 0.00547886 0.00656886 0.00548529]
 [0.00598423 0.00663613 0.0060871  0.0060078  0.00631742 0.00461859]
 [0.19860339 0.01872683 0.01648717 0.01868657 0.0160754  0.01238724]
 [0.00266323 0.0031007  0.0033964  0.00360551 0.00414241 0.00358804]
 [0.01142929 0.00755557 0.00647529 0.00655257 0.00824294 0.00897782]]","[ 69.61886143 114.61951142 124.64485984  58.19632401  85.76911307
  37.75701541  65.58002114 110.07370401 122.44799575  57.98099601
  86.91091432  37.90151299]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],1.4615198230373407,0.010510669285368406,[1.05331493],[0.00842843],[['ksi_Gem' 'bright' '106']],,,,,1.4370702526129242,0.01011807601406474,[1.05314606],[0.00842034]
13,ksi_Gem,HD48737,106,faint,"[[0.80859283 0.80906244 0.79869506 0.82578046 0.85009681 0.85108007]
 [0.48960064 0.48664687 0.51291337 0.53715253 0.55443447 0.56218627]
 [0.45110534 0.46485945 0.47642292 0.50722454 0.53866238 0.56375067]
 [0.9272209  0.91334877 0.92313793 0.92892034 0.95946655 0.94496517]
 [0.58094005 0.60177516 0.617561   0.62612295 0.64089567 0.65853187]
 [0.78903043 0.79159317 0.84562569 0.86499025 0.88694771 0.94183749]
 [0.81830138 0.82435634 0.81959967 0.85559035 0.87526716 0.86536482]
 [0.49253563 0.49351457 0.5196575  0.53860415 0.55500308 0.56011409]
 [0.43997747 0.45848986 0.46858697 0.49720038 0.53244421 0.55818928]
 [0.92580935 0.89598631 0.91721671 0.92195502 0.95646268 0.94607159]
 [0.56360999 0.5884932  0.60218485 0.61503491 0.62839873 0.64178875]
 [0.83196928 0.83486623 0.89672964 0.93562996 0.95298596 1.05706421]]","[[0.00771954 0.0067013  0.00576122 0.00541474 0.00577489 0.00467607]
 [0.00574608 0.00359925 0.00217219 0.00187201 0.00223116 0.00414452]
 [0.00427464 0.00289363 0.00256125 0.00174221 0.00188034 0.00245076]
 [0.00942058 0.00616966 0.00928359 0.00576682 0.00730644 0.00964276]
 [0.00449911 0.003685   0.00437197 0.00317553 0.00332644 0.00402475]
 [0.01499081 0.00530587 0.01325123 0.00805414 0.01236997 0.01209849]
 [0.00549425 0.00392924 0.00505127 0.00424493 0.00554549 0.00639822]
 [0.00599363 0.00386737 0.0033158  0.00295846 0.00308036 0.00486178]
 [0.00442293 0.00319851 0.00319392 0.0029545  0.00324708 0.00334041]
 [0.01006988 0.00616364 0.00755812 0.00515312 0.00663967 0.00780297]
 [0.00611594 0.00429624 0.00492438 0.00427433 0.00494753 0.00522518]
 [0.01337813 0.00402125 0.01297877 0.00670892 0.01183747 0.00775042]]","[ 79.25943483 124.23355142 128.66233747  57.6632411  109.10325166
  79.58587253  76.35953829 121.58063974 130.13533052  58.03260417
 110.41219408  78.4037937 ]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],1.4609487419036686,0.004946147303404281,[1.08548963],[0.00572909],[['ksi_Gem' 'faint' '106']],,,,,1.436280468915594,0.004263836150567783,[1.08520331],[0.00572382]
14,pi3_Ori,HD30652,104,bright,"[[0.68483762 0.69501849 0.7078536  0.7268839  0.74717345 0.76111483]
 [0.38614563 0.39596348 0.42093141 0.44938081 0.4679599  0.49055017]
 [0.40731112 0.41463848 0.43625541 0.46797106 0.50187225 0.52715163]
 [0.86512034 0.84744556 0.8566658  0.85889918 0.89658318 0.91352193]
 [0.48204276 0.50295196 0.52226582 0.5476619  0.54157771 0.58658428]
 [0.64957455 0.65801771 0.6909045  0.70342522 0.73359273 0.74889284]
 [0.7053722  0.71509495 0.72596767 0.74657478 0.76784965 0.78457871]
 [0.40200784 0.41179404 0.43614681 0.46391295 0.48085831 0.50334361]
 [0.40493604 0.40911991 0.42946852 0.46418374 0.49677554 0.52271877]
 [0.87788798 0.85904979 0.86843428 0.87350486 0.91051559 0.92881495]
 [0.48801747 0.50639684 0.52500699 0.5519424  0.54035773 0.5890364 ]
 [0.65445763 0.65845017 0.69570551 0.70848062 0.74148311 0.76100212]]","[[0.00691978 0.00597135 0.00673624 0.00620194 0.00610086 0.00674998]
 [0.00249787 0.00290021 0.00321797 0.00302527 0.00267185 0.00261332]
 [0.00302687 0.00264449 0.00292654 0.00243748 0.00294047 0.00220656]
 [0.00742293 0.00593551 0.00724899 0.006261   0.00697773 0.00646187]
 [0.00570348 0.00480943 0.00551134 0.00504173 0.00551045 0.00569804]
 [0.00442833 0.00338626 0.00191241 0.00187602 0.00242808 0.00230521]
 [0.006637   0.00541363 0.00565815 0.00517931 0.00504366 0.00547567]
 [0.00278357 0.00256678 0.00323695 0.00315761 0.00306943 0.00304151]
 [0.00280908 0.00232868 0.0025246  0.00221167 0.00252044 0.00170545]
 [0.00579408 0.00496979 0.00600674 0.00441345 0.00476241 0.00499132]
 [0.00530134 0.00391063 0.00491983 0.00448544 0.00484009 0.00508626]
 [0.00426473 0.00311438 0.0013654  0.00147228 0.00149536 0.00286487]]","[ 86.46629899 128.5952623  125.89719113  56.54482882 113.73597023
  88.93178738  84.62086872 127.42889121 127.88999666  57.25956089
 114.52638291  87.70221137]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],1.5255379476499742,0.006133117568163122,[1.03446404],[0.00553758],[['pi3_Ori' 'bright' '104']],,,,,1.4980300137441573,0.0053514304191660585,[1.03386643],[0.00552672]
15,pi3_Ori,HD30652,104,faint,"[[0.71744408 0.71992351 0.75019096 0.75738224 0.77236671 0.78125766]
 [0.45577568 0.4639422  0.49812595 0.51603954 0.52949009 0.55654754]
 [0.51642802 0.51883072 0.54451411 0.56120989 0.59362852 0.60965854]
 [0.89953535 0.8831204  0.90321914 0.89828181 0.91389081 0.93540997]
 [0.55358886 0.56989759 0.59708618 0.60597366 0.60924517 0.63435939]
 [0.69536274 0.71813838 0.72034517 0.73794749 0.74218849 0.75446313]
 [0.70288483 0.70489425 0.72784589 0.73799875 0.75604187 0.7651988 ]
 [0.43907992 0.44710045 0.47596299 0.49221359 0.51090366 0.53335012]
 [0.46579363 0.47114788 0.4989064  0.5156866  0.5493142  0.57237244]
 [0.90961909 0.88601352 0.90131914 0.89806982 0.92371924 0.94000962]
 [0.54558371 0.56101739 0.58617673 0.59866349 0.60178057 0.62692038]
 [0.68570855 0.69722436 0.7225292  0.73476039 0.75367202 0.77232285]]","[[0.00198449 0.00234175 0.00258668 0.00178819 0.00239955 0.00168489]
 [0.00212109 0.00219572 0.00308694 0.00151525 0.00239562 0.00183424]
 [0.00492686 0.00221638 0.00228975 0.00289656 0.00358952 0.00283393]
 [0.00410484 0.00325343 0.0032999  0.00311618 0.00294679 0.00379068]
 [0.00509811 0.0034647  0.00371544 0.00384506 0.00305932 0.00361289]
 [0.00677577 0.00580357 0.00304458 0.0019233  0.00247546 0.00386528]
 [0.00274128 0.0022845  0.00208223 0.00167039 0.00239488 0.00159529]
 [0.00235984 0.00223142 0.00273499 0.00181367 0.00201464 0.00201228]
 [0.00423616 0.00205718 0.00224126 0.00219745 0.00352264 0.00181501]
 [0.00343566 0.00333751 0.00333834 0.00310558 0.00300874 0.00348222]
 [0.00342321 0.0027454  0.00292168 0.00259359 0.00189027 0.00301107]
 [0.00360909 0.00317752 0.00380434 0.00256127 0.00285955 0.00305013]]","[ 88.89814203 129.20732083 121.53957029  54.80765241 112.66377468
  91.23349596  87.41300355 129.0116798  124.53374915  56.0215777
 113.32257372  89.69948879]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],1.4166925874022205,0.005324074264207053,[1.02928192],[0.00336565],[['pi3_Ori' 'faint' '104']],,,,,1.3917139232838487,0.004459544440317776,[1.02901975],[0.00335538]
16,psi Vel A,HD82434,106,bright,"[[1.06618209 1.06451357 1.0615024  1.05584227 1.0587379  1.06006467]
 [0.89990782 0.91397357 0.9229425  0.91916833 0.94398012 0.93318647]
 [0.78272929 0.78912458 0.80528766 0.81929116 0.84542155 0.86897739]
 [0.86898804 0.89159048 0.89052673 0.89383956 0.90812064 0.91090391]
 [0.98588788 0.9774815  0.98267965 0.97885866 1.00351374 1.01163129]
 [0.79003775 0.80102779 0.8132187  0.82152999 0.82869008 0.8660295 ]
 [1.07812156 1.07096488 1.06875691 1.05575712 1.06231501 1.06243624]
 [0.90404793 0.92040368 0.9282291  0.92956743 0.94525943 0.9456097 ]
 [0.78473732 0.79656878 0.81064458 0.82236829 0.84631298 0.86874093]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [0.8764352  0.89285701 0.90269206 0.91333452 0.92221564 0.94785197]
 [1.01258903 0.9912102  0.99816864 0.99543232 1.02712844 1.03079561]
 [0.80977838 0.81788456 0.82911006 0.83373097 0.84376915 0.87200926]]","[[0.00494354 0.00499153 0.00387961 0.00379226 0.00350215 0.00273056]
 [0.00280633 0.00398072 0.00309848 0.0029561  0.00269344 0.00189455]
 [0.00336987 0.00282748 0.00228392 0.00301476 0.00337955 0.00475364]
 [0.00542163 0.0041915  0.003522   0.00237265 0.00266667 0.00396343]
 [0.00511289 0.00293466 0.00451419 0.00287244 0.0038773  0.00288854]
 [0.00463166 0.00392944 0.00261492 0.00257821 0.00333775 0.00223785]
 [0.00396981 0.00346013 0.00239927 0.0036991  0.00203958 0.0026547 ]
 [0.00341965 0.00381452 0.00347097 0.00363787 0.00309345 0.00274632]
 [0.00303687 0.00200076 0.00228826 0.00187627 0.00276633 0.00396883]
 [       nan        nan        nan        nan        nan        nan]
 [       nan        nan        nan        nan        nan        nan]
 [0.00491906 0.00497373 0.00406358 0.00386409 0.00300702 0.00247594]
 [0.00444553 0.00355025 0.00436657 0.00294482 0.00304479 0.00293009]
 [0.0046431  0.00381655 0.0024392  0.00309665 0.003452   0.00308912]]","[ 31.58513461  90.38554803 128.36914322 100.65398984  70.86045659
 127.07032114  31.32051416  90.50178163 127.11183668          nan
          nan  99.73090024  71.13452304 126.78117399]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],0.9023770730434996,0.00479183414140289,[1.07965162],[0.00271138],[['psi Vel A' 'bright' '106']],,,,,0.8888260518163142,0.004569071310325183,[1.0796198],[0.00271082]
17,psi_Vel,HD82434,106,faint,"[[0.84523563 0.8576255  0.87221566 0.88216945 0.88606449 0.89569389]
 [0.69497918 0.71075587 0.73221782 0.74798289 0.76153448 0.78276929]
 [0.72928191 0.74504636 0.75662839 0.77877409 0.79189862 0.7822271 ]
 [0.98295483 0.96590359 0.96967937 0.97877289 0.97231185 0.9967892 ]
 [0.72469531 0.75209634 0.74740611 0.76442951 0.78059811 0.78796587]
 [0.79049925 0.81655653 0.81663907 0.83829217 0.8422722  0.84935812]
 [0.84063938 0.84451881 0.86179761 0.87329739 0.87960753 0.8911442 ]
 [0.70042223 0.70865538 0.73045907 0.7447307  0.75882012 0.78345251]
 [0.74189024 0.75437073 0.76746058 0.78152152 0.79742967 0.79966313]
 [0.97535729 0.94565086 0.96351504 0.96621618 0.97016505 0.99267635]
 [0.73613064 0.7521319  0.76008775 0.77238439 0.78900904 0.79699706]
 [0.79157555 0.80195487 0.81503351 0.82948969 0.84428655 0.85513398]]","[[0.00146827 0.00258488 0.00292007 0.00242879 0.00350662 0.00393728]
 [0.00489263 0.00478664 0.00318851 0.00498558 0.00253597 0.00294464]
 [0.0062879  0.00644652 0.00530156 0.00443291 0.00640377 0.00888323]
 [0.01295782 0.00579307 0.00419916 0.00324844 0.00588529 0.00418325]
 [0.00902012 0.00554037 0.00484757 0.00549916 0.00416942 0.00567464]
 [0.00338745 0.00785655 0.00377481 0.00390674 0.00478979 0.00971457]
 [0.0018313  0.00303475 0.00271307 0.00252923 0.00343772 0.00352221]
 [0.0049493  0.00420318 0.0022705  0.00423381 0.00245232 0.00281186]
 [0.00642679 0.00629902 0.00433753 0.00418641 0.00579318 0.0087967 ]
 [0.01333041 0.00524835 0.00467149 0.00289436 0.00625084 0.00377266]
 [0.00802264 0.00510481 0.00446267 0.00534941 0.00362855 0.00582367]
 [0.00451123 0.00750508 0.0035766  0.00362428 0.00494708 0.00884417]]","[ 90.44708416 128.8207032  127.91416876  56.60493971 126.9667301
 101.19976149  90.50682867 128.18448344 126.52981597  55.98060233
 126.64558143 101.49802208]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],0.9537304704947266,0.007894979635048267,[1.0234409],[0.00358353],[['psi_Vel' 'faint' '106']],,,,,0.9393101205975027,0.007722554172509964,[1.0233746],[0.00358155]
18,rho_Pup,HD67523,106,bright,"[[0.6274014  0.63796368 0.66584954 0.67312432 0.70062221 0.70417643]
 [0.30153428 0.32201598 0.34745658 0.37192021 0.39657363 0.4138059 ]
 [0.27928881 0.29582418 0.32192941 0.34783091 0.35622303 0.38145818]
 [0.750363   0.7641721  0.77478743 0.78484644 0.78528117 0.79117525]
 [0.27065979 0.30310611 0.31750468 0.34258419 0.36017221 0.38048686]
 [0.40040632 0.41883417 0.45426374 0.46242354 0.48615315 0.51040844]
 [0.66369207 0.6820738  0.70273195 0.71601208 0.73818099 0.74664993]
 [0.37539377 0.39566466 0.42656548 0.44852234 0.47089412 0.49272184]
 [0.36349904 0.389721   0.42041933 0.4465232  0.46793068 0.48670608]
 [0.87359511 0.88160312 0.89080422 0.90299779 0.92049165 0.9154913 ]
 [0.31466444 0.35029149 0.37183265 0.39812285 0.42170377 0.44427664]
 [0.51481925 0.54273817 0.56897783 0.58977608 0.60617293 0.63549806]]","[[0.02359441 0.02168278 0.02228324 0.02267727 0.02275279 0.02337668]
 [0.00865689 0.00862595 0.00891551 0.00899632 0.00899393 0.00944806]
 [0.01753977 0.01629642 0.01983111 0.01741416 0.01802269 0.01996622]
 [0.02698148 0.02656391 0.02587405 0.02532179 0.02547487 0.02487813]
 [0.0180985  0.01907275 0.01812509 0.0185627  0.02026627 0.01860363]
 [0.02173782 0.02404901 0.02236041 0.02191828 0.02096326 0.0222709 ]
 [0.01935498 0.01626081 0.01933352 0.01973469 0.02052247 0.01973716]
 [0.00560605 0.00591596 0.00630177 0.00550194 0.00517564 0.00584186]
 [0.01444705 0.00828345 0.01207426 0.01265369 0.00871241 0.01464207]
 [0.02646521 0.02556397 0.02561683 0.02453472 0.02555543 0.02312361]
 [0.01438477 0.01578421 0.01394479 0.015387   0.01763159 0.01552347]
 [0.02031677 0.0246914  0.0203971  0.01989146 0.01868599 0.01954384]]","[ 87.92338494 124.48136725 129.69365015  56.70001525 132.30265047
 103.67803144  86.81614296 122.32397181 128.33682758  55.95564101
 132.21957261 103.59000276]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],1.6404930557682276,0.02519851916255086,[1.04221484],[0.03493176],[['rho_Pup' 'bright' '106']],,,,,1.6118026070438132,0.02452723342390462,[1.0413655],[0.03488804]
19,rho_Pup,HD67523,106,faint,"[[0.71713978 0.72195083 0.73234367 0.74678339 0.75632781 0.77501803]
 [0.54505625 0.55367119 0.56333211 0.58301259 0.59975752 0.62372811]
 [0.442919   0.46881587 0.49415611 0.52399217 0.54664246 0.55510991]
 [0.84924909 0.920959   0.92185175 0.92712338 0.9480599  0.93693987]
 [0.30648303 0.33105877 0.35987511 0.38514652 0.40444065 0.43354172]
 [0.49888129 0.53562316 0.54482635 0.56561127 0.59191247 0.606489  ]
 [0.71352504 0.7221377  0.73340325 0.75216219 0.76066698 0.78345621]
 [0.5896378  0.60287427 0.6157225  0.63277187 0.64730268 0.6697469 ]
 [0.39717166 0.42867861 0.45731003 0.49131896 0.51202885 0.52718155]
 [1.1227001  1.21812454 1.18606743 1.17997664 1.18199496 1.14584725]
 [0.31906592 0.34461357 0.37701114 0.40088968 0.41935933 0.4515856 ]
 [0.47556049 0.51165458 0.52149008 0.54868115 0.5801466  0.59647948]]","[[0.01003237 0.00825087 0.00896233 0.00902293 0.00897415 0.00846976]
 [0.00862524 0.0065302  0.00550105 0.00639106 0.00608991 0.00470389]
 [0.00656615 0.00455743 0.0056439  0.00524111 0.00415983 0.00405829]
 [0.01892874 0.01966817 0.02590106 0.02058425 0.02687558 0.01460037]
 [0.0047223  0.00667466 0.00495489 0.00522428 0.00480569 0.00469917]
 [0.01244607 0.00727182 0.00731734 0.00765083 0.01034239 0.00604265]
 [0.00893815 0.00902347 0.00817116 0.00747874 0.00896842 0.00718912]
 [0.00968948 0.00684997 0.00608031 0.00648689 0.00564645 0.00502355]
 [0.00791588 0.00758545 0.00788869 0.01016206 0.00825628 0.0088743 ]
 [0.02464172 0.0264447  0.03434255 0.02604047 0.03375768 0.01616713]
 [0.00790154 0.0092924  0.00908019 0.00920284 0.00856582 0.00843681]
 [0.0146857  0.0131187  0.01162854 0.01153934 0.01322497 0.01163528]]","[ 76.55679791  99.37112533 111.62610128  47.01861936 130.40135503
 103.36032113  74.4525879   93.72976813 106.91588312  44.53654863
 129.69430527 103.41876772]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],1.6408573422942359,0.012506148751495444,[1.02751132],[0.00937534],[['rho_Pup' 'faint' '106']],,,,,1.6120944455455406,0.012075202897401553,[1.02652184],[0.00936314]
20,zet_Tuc,HD1581,104,bright,"[[0.84608772 0.84981874 0.87634131 0.88063779 0.89345574 0.89900454]
 [0.61406914 0.62769946 0.65863318 0.66718251 0.68384269 0.70553969]
 [0.68583842 0.69080426 0.71747695 0.73048877 0.76209419 0.77994054]
 [0.9937937  0.98437568 1.00258761 0.9872891  1.01085036 1.01736213]
 [0.78656656 0.78021143 0.80651419 0.8089706  0.81174119 0.84402007]
 [0.83668252 0.8460059  0.85866241 0.8655468  0.87548851 0.88131917]
 [0.81599741 0.81990367 0.84437386 0.84965741 0.86879396 0.87569234]
 [0.6080891  0.61909527 0.65015728 0.65730131 0.67585265 0.69707796]
 [0.67923593 0.69329258 0.71428919 0.71851897 0.7541315  0.77187317]
 [0.98488232 0.96862878 0.9920444  0.97855741 1.01726132 1.0093268 ]
 [0.78765694 0.78156183 0.80645134 0.8168026  0.81661892 0.85381615]
 [0.85126181 0.84675044 0.85656136 0.87010433 0.88709652 0.90453392]]","[[0.00598285 0.00641782 0.00627335 0.00614893 0.00621987 0.00584674]
 [0.00508717 0.00329318 0.00353229 0.00326594 0.00349894 0.00251451]
 [0.00377054 0.00437555 0.00497106 0.00407962 0.00359917 0.0035221 ]
 [0.00726289 0.00694357 0.00791604 0.0071855  0.00770375 0.00417651]
 [0.01042453 0.00639717 0.00499206 0.00484491 0.0044751  0.0038516 ]
 [0.00679841 0.00383033 0.00242574 0.00304601 0.00333217 0.00270672]
 [0.00690376 0.00872128 0.00641767 0.00684254 0.00671903 0.0059734 ]
 [0.00719151 0.0042042  0.00427444 0.00487503 0.00466    0.00436314]
 [0.00553586 0.0051713  0.0065527  0.00529737 0.00439171 0.00487863]
 [0.00660215 0.0045337  0.007377   0.0057845  0.00743091 0.00417151]
 [0.01202851 0.00596631 0.00557987 0.00555305 0.00484303 0.004482  ]
 [0.00598985 0.00478109 0.00236775 0.00254036 0.00267984 0.00206422]]","[ 87.49299618 129.23500846 116.80186939  53.48414192 101.05452037
  83.08271723  88.09777014 129.17998426 115.13518733  52.81412965
 100.53801202  83.74639801]",[1.533e-06 1.581e-06 1.629e-06 1.677e-06 1.725e-06 1.773e-06],1.1774750181557325,0.0064277790276982966,[1.07226143],[0.0048978],[['zet_Tuc' 'bright' '104']],,,,,1.1522941527631658,0.005757636183844295,[1.07208738],[0.00489415]
